index,open,high,low,close,volume,symbol,date,ta
970,65.2003,66.571,64.6028,64.8136,1674903.9263136,PKN,2021-12-03,0
972,65.0245,66.3426,64.058,64.6379,791906.22525413,PKN,2021-12-06,0
974,65.4815,67.1334,65.4815,67.1158,1067235.9380206,PKN,2021-12-07,0
976,67.3092,67.8012,65.9032,65.9032,1013561.8083043,PKN,2021-12-08,0
978,66.5184,66.7117,63.7065,64.7785,1002874.5520884,PKN,2021-12-09,0
980,64.3216,65.4639,64.1458,64.5852,310727.05248954,PKN,2021-12-10,0
982,64.9894,66.0966,64.7082,65.1827,1213082.6737101,PKN,2021-12-13,0
984,65.1124,66.0438,64.0404,65.8154,1175078.1032352,PKN,2021-12-14,0
986,65.6397,65.6397,62.8278,63.1441,1303955.6474184,PKN,2021-12-15,0
988,64.2337,65.6923,63.6538,65.6923,1079466.365297,PKN,2021-12-16,0
990,64.7082,65.0245,63.4428,64.058,2266057.9358025,PKN,2021-12-17,0
992,63.2671,63.2671,61.2109,62.3708,1321646.3510576,PKN,2021-12-20,0
994,63.2671,63.7943,62.775,62.9156,934491.36193228,PKN,2021-12-21,0
996,62.9508,63.7241,62.8278,63.7241,528392.69620495,PKN,2021-12-22,0
998,63.8822,64.4973,63.355,64.1458,605035.7208425,PKN,2021-12-23,0
1000,64.1282,64.3919,62.6696,62.9156,536938.17665699,PKN,2021-12-27,0
1002,62.9332,64.304,62.9332,63.8998,880420.05913328,PKN,2021-12-28,0
1004,64.0052,64.9719,63.8998,64.9719,377776.46942824,PKN,2021-12-29,0
1006,65.2003,65.3234,64.6555,65.3234,447464.98200794,PKN,2021-12-30,0
1008,65.4639,66.5008,65.0245,66.0438,644305.78262949,PKN,2022-01-03,0
1010,66.536,67.0983,65.8856,67.0983,935587.28651283,PKN,2022-01-04,0
1012,67.1334,69.506,66.8523,69.4357,1926086.881292,PKN,2022-01-05,0
1014,68.9788,71.3161,68.0121,70.1738,1825148.0167063,PKN,2022-01-07,0
1016,70.3144,70.4198,68.2934,68.3812,1125134.4416134,PKN,2022-01-10,0
1018,68.803,69.7696,67.1686,69.5411,1506146.3353225,PKN,2022-01-11,0
1020,69.8047,72.4409,68.557,72.23,2755511.7374614,PKN,2022-01-12,0
1022,72.23,73.5129,70.8768,71.5622,1660619.3517186,PKN,2022-01-13,0
1024,71.5622,72.9329,71.5094,72.1948,1205767.4055857,PKN,2022-01-14,0
1026,72.0894,72.23,71.404,71.6676,472871.54094945,PKN,2022-01-17,0
1028,71.65,72.2651,69.8575,70.2968,878989.55321662,PKN,2022-01-18,0
1030,69.8575,71.4567,69.1369,71.0525,1420370.6058471,PKN,2022-01-19,0
1032,71.0877,71.1755,69.4708,70.9646,628415.44522746,PKN,2022-01-20,0
1034,69.8926,70.2265,67.3092,68.346,1423054.0847265,PKN,2022-01-21,0
1036,68.0121,68.7151,63.2671,63.9701,1593711.0507176,PKN,2022-01-24,0
1038,64.3216,65.8681,64.058,65.4112,1332504.3120368,PKN,2022-01-25,0
1040,66.079,66.7995,64.5852,65.4288,913848.6039193,PKN,2022-01-26,0
1042,64.5676,65.9032,62.9156,64.8488,1830353.3739559,PKN,2022-01-27,0
1044,65.0421,65.0421,62.2654,63.0738,2142529.1408702,PKN,2022-01-28,0
1046,64.0756,64.3391,62.0369,62.3884,1989372.8272152,PKN,2022-01-31,0
1048,62.8278,63.5659,62.3006,63.0211,806642.59845608,PKN,2022-02-01,0
1050,63.355,64.2513,62.2654,62.652,1365193.1361817,PKN,2022-02-02,0
1052,62.652,63.0563,62.1072,62.529,1103911.2874051,PKN,2022-02-03,0
1054,62.5465,62.6169,60.4552,60.5607,1438629.1873323,PKN,2022-02-04,0
1056,61.0528,61.4219,59.102,60.1917,1276078.4215357,PKN,2022-02-07,0
1058,60.4552,63.0035,60.0862,62.9156,1543908.5050335,PKN,2022-02-08,0
1060,63.3198,64.8488,62.5465,64.3743,1667848.1294295,PKN,2022-02-09,0
1062,64.3743,64.6555,62.3006,62.5817,1039325.709217,PKN,2022-02-10,0
1064,62.2126,63.0387,61.7733,62.9332,875826.96296809,PKN,2022-02-11,0
1066,61.2813,62.5465,59.7874,62.0193,1394958.3567468,PKN,2022-02-14,0
1068,62.5817,64.4095,62.5115,64.3919,1718987.8624264,PKN,2022-02-15,0
1070,64.4271,66.3426,64.4271,64.7785,1596108.8836264,PKN,2022-02-16,0
1072,64.5852,64.6379,62.5465,63.0738,1010581.3031367,PKN,2022-02-17,0
1074,63.0387,63.5308,62.283,62.3533,758655.21342197,PKN,2022-02-18,0
1076,62.8102,63.2671,59.4183,59.8578,985899.67042341,PKN,2022-02-21,0
1078,58.522,61.4921,57.2392,61.2461,1615154.9830864,PKN,2022-02-22,0
1080,61.4043,62.8278,59.928,59.928,1267082.2805085,PKN,2022-02-23,0
1082,57.0459,57.907,53.7243,55.3236,2984248.1540943,PKN,2022-02-24,0
1084,55.886,61.9491,55.8157,61.3867,2858757.3924154,PKN,2022-02-25,0
1086,60.1565,63.0035,59.0493,62.4411,3363141.0326746,PKN,2022-02-28,0
1088,62.5641,66.0087,62.5641,64.1634,2025565.6511354,PKN,2022-03-01,0
1090,64.2337,68.0649,63.355,68.0649,3015471.1933381,PKN,2022-03-02,0
1092,69.4181,71.3513,68.3988,69.506,3014196.597772,PKN,2022-03-03,0
1094,68.5218,69.1369,64.761,65.3936,2185925.7058026,PKN,2022-03-04,0
1096,64.1458,69.0666,64.1458,68.2758,2586028.0822102,PKN,2022-03-07,0
1098,68.2758,69.9101,67.0632,67.9946,1698206.2645392,PKN,2022-03-08,0
1100,69.5236,70.2616,64.2337,65.0597,2196088.3293792,PKN,2022-03-09,0
1102,65.2178,66.2723,64.4973,65.6045,1471058.540237,PKN,2022-03-10,0
1104,65.6045,68.3636,65.2003,68.1879,1558216.9782953,PKN,2022-03-11,0
1106,67.6782,68.0297,64.8488,64.8488,2002820.94847,PKN,2022-03-14,0
1108,65.2003,66.5535,64.4973,65.9032,1488566.0207636,PKN,2022-03-15,0
1110,66.9753,66.9929,64.7082,65.4463,1555730.3789096,PKN,2022-03-16,0
1112,66.079,67.5201,65.6397,67.3443,1530563.9446685,PKN,2022-03-17,0
1114,67.5904,68.4866,65.4991,65.7099,2773750.9724067,PKN,2022-03-18,0
1116,65.833,68.5394,65.8154,68.5394,1048172.7680843,PKN,2022-03-21,0
1118,68.6273,68.9436,67.5904,68.5745,1137017.7692043,PKN,2022-03-22,0
1120,68.9788,69.5587,68.3285,69.3829,771921.24959582,PKN,2022-03-23,0
1122,69.3829,69.5938,67.4147,68.7503,1010070.3268784,PKN,2022-03-24,0
1124,68.7503,69.3829,67.5025,68.2406,1020827.0030314,PKN,2022-03-25,0
1126,67.4849,69.1194,67.3268,67.977,918033.14668426,PKN,2022-03-28,0
1128,68.5218,68.5745,65.6045,66.3426,1783599.6153448,PKN,2022-03-29,0
1130,66.905,67.0807,65.7451,66.448,1333258.8270907,PKN,2022-03-30,0
1132,66.6238,67.7662,66.3426,66.7995,1596954.4412207,PKN,2022-03-31,0
1134,67.4147,67.6255,66.4832,67.2038,934627.92574294,PKN,2022-04-01,0
1136,67.6607,69.6466,67.4497,69.4181,1721438.0447959,PKN,2022-04-04,0
1138,69.506,69.7168,67.0456,67.0456,1101017.2726509,PKN,2022-04-05,0
1140,67.0456,67.6607,65.7451,67.6607,906216.96296692,PKN,2022-04-06,0
1142,67.6607,67.6782,65.2003,65.2003,974214.36035796,PKN,2022-04-07,0
1144,65.9032,67.0632,65.8154,66.7819,999000.69199271,PKN,2022-04-08,0
1146,67.1334,69.1545,66.6062,69.1545,1340981.5105835,PKN,2022-04-11,0
1148,69.0666,71.0877,67.5201,70.6307,1965675.5919705,PKN,2022-04-12,0
1150,71.0877,71.8961,69.4357,71.7027,1605206.3094799,PKN,2022-04-13,0
1152,71.7907,72.1421,70.4901,71.2458,691979.07089907,PKN,2022-04-14,0
1154,71.2458,71.7555,69.9277,70.8064,937970.32500884,PKN,2022-04-19,0
1156,70.8064,71.6324,69.8047,69.8047,579935.29244323,PKN,2022-04-20,0
1158,70.1211,70.6483,68.8206,68.8733,1055387.8894141,PKN,2022-04-21,0
1160,68.7151,68.7503,66.8699,66.8699,831821.55104648,PKN,2022-04-22,0
1162,65.9208,66.3426,64.0756,64.0756,1487616.9022795,PKN,2022-04-25,0
1164,65.5693,67.5553,64.7258,65.0421,1804697.58606,PKN,2022-04-26,0
1166,65.1124,66.8523,64.9015,65.9208,1401212.979275,PKN,2022-04-27,0
1168,66.7819,67.854,65.6221,66.7819,952322.04347743,PKN,2022-04-28,0
1170,67.4849,68.1879,65.9032,66.1845,1169959.236399,PKN,2022-04-29,0
1172,66.1669,66.3602,63.0035,63.6713,705116.50948455,PKN,2022-05-02,0
1174,64.1458,65.8154,63.3902,65.0245,1091927.8130197,PKN,2022-05-04,0
1176,65.8856,65.8856,63.2847,63.7065,1230759.7209682,PKN,2022-05-05,0
1178,63.2671,65.8154,61.9491,65.8154,1506088.295703,PKN,2022-05-06,0
1180,65.0949,67.1686,64.6379,66.2723,1174497.7070399,PKN,2022-05-09,0
1182,66.3602,67.3971,63.4077,65.0245,1942414.2228881,PKN,2022-05-10,0
1184,65.7275,66.1317,63.4253,63.4253,1504311.8281326,PKN,2022-05-11,0
1186,62.3708,62.6872,60.877,61.5097,1806775.6320455,PKN,2022-05-12,0
1188,62.2126,64.8839,62.2126,64.5852,1116398.9098582,PKN,2022-05-13,0
1190,64.1458,65.3936,63.9701,64.8839,709496.79371146,PKN,2022-05-16,0
1192,65.3584,66.2021,63.9701,64.0052,1020246.6068361,PKN,2022-05-17,0
1194,64.1458,65.4112,64.0404,64.1986,1164803.9525465,PKN,2022-05-18,0
1196,63.2671,63.4428,61.9842,62.7399,1053192.6261578,PKN,2022-05-19,0
1198,63.0914,63.6186,61.5624,61.5624,1187092.304478,PKN,2022-05-20,0
1200,62.3181,64.4621,62.3181,63.8295,916387.55276581,PKN,2022-05-23,0
1202,62.8278,63.7943,62.4763,63.0211,995997.42618995,PKN,2022-05-24,0
1204,63.6186,63.6186,62.4939,62.6872,959424.4996635,PKN,2022-05-25,0
1206,62.6872,63.2495,62.2126,62.9156,633591.21365147,PKN,2022-05-26,0
1208,62.9508,63.232,61.5273,61.8612,921649.81160324,PKN,2022-05-27,0
1210,62.3884,64.1282,62.3006,64.058,757031.24210688,PKN,2022-05-30,0
1212,64.058,67.1334,63.4253,64.9367,3176313.7734697,PKN,2022-05-31,0
1214,64.9367,64.9367,63.355,63.4253,562129.6475967,PKN,2022-06-01,0
1216,63.2671,63.6538,62.0721,63.1265,887619.24801857,PKN,2022-06-02,0
1218,62.4939,64.181,61.9491,64.1458,1405177.8819112,PKN,2022-06-03,0
1220,64.7082,65.8681,64.0756,64.5852,792480.93129065,PKN,2022-06-06,0
1222,64.5852,65.253,64.0052,65.0597,1103134.0117161,PKN,2022-06-07,0
1224,65.1124,65.7802,64.1634,64.4446,850188.24554847,PKN,2022-06-08,0
1226,64.4446,64.8839,64.1634,64.3391,859402.88867274,PKN,2022-06-09,0
1228,64.1458,64.1458,62.1776,62.1776,776650.90957167,PKN,2022-06-10,0
1230,61.7733,63.0914,61.1231,61.9315,1158955.607355,PKN,2022-06-13,0
1232,61.9315,62.4587,60.9122,62.2302,816295.38380621,PKN,2022-06-14,0
1234,62.406,62.4763,61.2285,62.16,1054471.773851,PKN,2022-06-15,0
1236,60.754,61.0704,59.4008,59.4008,2533068.6364364,PKN,2022-06-17,0
1238,59.7522,60.1037,57.6785,58.5572,1266249.2412634,PKN,2022-06-20,0
1240,58.8735,61.0,58.6803,61.0,727254.64122426,PKN,2022-06-21,0
1242,59.8402,59.9807,57.7313,58.1179,1139849.192212,PKN,2022-06-22,0
1244,57.9948,58.5748,56.6768,56.6768,764964.46147446,PKN,2022-06-23,0
1246,57.1337,57.5379,56.6065,56.8525,775817.87032664,PKN,2022-06-24,0
1248,57.0283,59.3657,57.0283,59.2602,910635.94027352,PKN,2022-06-27,0
1250,59.7522,60.7013,59.5765,60.4201,1752722.5377546,PKN,2022-06-28,0
1252,60.1037,61.5976,59.805,60.8946,1105629.7153559,PKN,2022-06-29,0
1254,60.3674,60.8595,59.9983,60.2092,1697787.4688532,PKN,2022-06-30,0
1256,59.7522,61.6503,59.5239,59.7698,947757.39810613,PKN,2022-07-01,0
1258,60.631,62.7048,60.1213,62.5993,812865.35609514,PKN,2022-07-04,0
1260,62.8278,63.1793,60.6134,61.1582,1309997.4580083,PKN,2022-07-05,0
1262,61.5448,61.5448,59.4359,59.5239,969518.84133477,PKN,2022-07-06,0
1264,59.7522,62.0193,59.5239,61.9491,772713.31969764,PKN,2022-07-07,0
1266,61.8963,64.5852,61.5097,64.4621,1194532.7560954,PKN,2022-07-08,0
1268,62.8278,62.8278,61.2461,62.0369,1381298.5615855,PKN,2022-07-11,0
1270,61.5097,62.7223,60.631,61.0879,1292713.0317058,PKN,2022-07-12,0
1272,61.1055,63.4428,60.8067,62.0545,1048518.729738,PKN,2022-07-13,0
1274,62.0018,62.529,58.487,59.0669,1500812.3804845,PKN,2022-07-14,0
1276,59.4535,60.7189,58.7154,60.3674,725453.13695531,PKN,2022-07-15,0
1278,61.4219,64.1282,61.4043,63.9349,1148670.0763488,PKN,2022-07-18,0
1280,63.7065,64.2513,62.6169,63.9701,737593.65972296,PKN,2022-07-19,0
1282,64.3567,65.1124,64.1458,65.1124,1198395.2358736,PKN,2022-07-20,0
1284,65.2003,65.833,64.0756,64.5325,1520343.2814723,PKN,2022-07-21,0
1286,64.6028,66.9577,64.3391,66.6062,1936086.7663275,PKN,2022-07-22,0
1288,66.5184,67.5553,65.2706,67.1686,1260021.9314973,PKN,2022-07-25,0
1290,67.9421,70.0786,67.6843,68.5131,1595327.7999288,PKN,2022-07-26,0
1292,69.2498,70.8889,67.4633,68.3657,4870445.4883692,PKN,2022-07-27,0
1294,69.0656,70.3548,68.0526,69.0472,17191145.656102,PKN,2022-07-28,0
1296,69.0656,69.747,66.6713,69.5445,3110450.3336465,PKN,2022-07-29,0
1298,69.526,70.1707,68.8262,70.0786,1105166.6489984,PKN,2022-08-01,0
1300,70.0601,70.7232,68.8262,70.0786,1281521.804605,PKN,2022-08-02,0
1302,70.0786,70.1522,67.9606,68.5683,1915748.1587898,PKN,2022-08-03,0
1304,68.5315,68.6236,66.3214,66.6713,1487342.4240464,PKN,2022-08-04,0
1306,68.6052,70.0786,63.0983,64.6086,2814628.3269188,PKN,2022-08-05,0
1308,64.9217,66.5424,64.3139,65.5294,1333773.2132929,PKN,2022-08-08,0
1310,65.4742,66.1188,64.4612,64.8296,1313769.4059184,PKN,2022-08-09,0
1312,64.7375,65.8425,64.2771,65.4558,1086257.4530908,PKN,2022-08-10,0
1314,65.7689,66.5056,65.0322,66.5056,820981.40465196,PKN,2022-08-11,0
1316,66.303,66.8555,65.2532,66.5792,831027.28826424,PKN,2022-08-12,0
1318,66.2846,66.2846,63.4298,64.185,1761221.1630027,PKN,2022-08-16,0
1320,64.185,64.2955,61.6434,62.159,1922249.5862232,PKN,2022-08-17,0
1322,62.159,63.3746,61.3487,62.8589,2034043.2978346,PKN,2022-08-18,0
1324,62.5642,63.7429,61.8091,62.8957,2318377.3137792,PKN,2022-08-19,0
1326,62.4353,62.6195,59.7648,60.041,2040913.9394533,PKN,2022-08-22,0
1328,60.041,64.2402,59.8753,63.5404,4428097.5744346,PKN,2022-08-23,0
1330,63.5772,63.5772,60.0779,60.7777,3082904.7835753,PKN,2022-08-24,0
1332,61.4776,61.5144,59.4148,59.6911,1858603.5762227,PKN,2022-08-25,0
1334,60.1331,60.1331,57.1126,57.5547,1941299.9522604,PKN,2022-08-26,0
1336,56.8364,59.6358,55.8603,59.0465,1456725.8806928,PKN,2022-08-29,0
1338,59.4517,59.5806,55.8971,56.3023,1738803.3464108,PKN,2022-08-30,0
1340,56.1918,56.6706,54.5895,56.1549,3549854.3074154,PKN,2022-08-31,0
1342,55.7866,55.8787,52.4162,52.674,2389054.6821615,PKN,2022-09-01,0
1344,53.2081,55.0315,53.0976,54.8473,1936256.9208589,PKN,2022-09-02,0
1346,54.3316,55.8787,53.8896,54.9025,978583.73741778,PKN,2022-09-05,0
1348,54.9578,55.0683,52.1031,52.4162,1372271.3935785,PKN,2022-09-06,0
1350,51.79,54.0001,51.4953,53.4844,1658724.0473923,PKN,2022-09-07,0
1352,53.8712,54.0553,50.7034,51.0349,1731126.9491288,PKN,2022-09-08,0
1354,51.569,53.0792,51.3848,52.7845,1254875.3996674,PKN,2022-09-09,0
1356,53.3186,54.4789,52.0847,53.7607,1159254.3552961,PKN,2022-09-12,0
1358,54.0001,54.6079,51.6611,51.9558,1623880.001617,PKN,2022-09-13,0
1360,51.9005,52.9503,51.4401,52.5451,1416473.933027,PKN,2022-09-14,0
1362,52.6372,52.8582,51.1822,52.3241,1733357.4371777,PKN,2022-09-15,0
1364,51.8637,53.0976,51.3111,52.1031,3647274.727978,PKN,2022-09-16,0
1366,51.7532,53.3186,51.6242,53.3186,1301811.2100111,PKN,2022-09-19,0
1368,53.4291,54.0553,51.79,51.79,1308946.817104,PKN,2022-09-20,0
1370,51.79,54.0922,51.6611,53.4107,1467136.634794,PKN,2022-09-21,0
1372,53.0792,54.571,52.6556,53.7791,1458895.5569934,PKN,2022-09-22,0
1374,53.7791,53.7791,50.4639,50.7034,1363620.9224019,PKN,2022-09-23,0
1376,48.8064,49.1747,46.3568,47.5908,2454368.6715404,PKN,2022-09-26,0
1378,47.9776,49.9851,47.9776,49.322,1742828.8669546,PKN,2022-09-27,0
1380,48.8432,50.4455,47.6461,50.0956,1616457.7105685,PKN,2022-09-28,0
1382,51.1638,51.1638,48.6222,49.1747,1107980.2782751,PKN,2022-09-29,0
1384,49.7272,51.348,48.6406,49.3036,1553449.1379996,PKN,2022-09-30,0
1386,49.3036,49.451,47.2409,48.6959,1590411.821644,PKN,2022-10-03,0
1388,49.2668,51.4216,49.0826,51.4216,1576201.4192064,PKN,2022-10-04,0
1390,51.1085,51.7347,49.7272,50.2429,1722186.5362243,PKN,2022-10-05,0
1392,50.4639,51.7163,49.9298,50.7586,1320456.5263685,PKN,2022-10-06,0
1394,50.5008,50.6113,49.0826,49.3957,1234935.6618132,PKN,2022-10-07,0
1396,49.2668,50.3166,48.7879,49.3589,1104889.7383594,PKN,2022-10-10,0
1398,49.5062,49.6904,47.9039,48.3459,2230289.324712,PKN,2022-10-11,0
1400,48.7879,49.3773,47.554,48.4564,1517069.5955831,PKN,2022-10-12,0
1402,48.659,49.0642,47.0935,48.8064,1707439.6872939,PKN,2022-10-13,0
1404,49.7825,50.3718,48.6222,49.0826,1639809.4218644,PKN,2022-10-14,0
1406,49.0826,50.6481,48.8248,49.8562,1207084.9670771,PKN,2022-10-17,0
1408,48.8064,48.8064,46.9278,47.5908,6602487.8714928,PKN,2022-10-18,0
1410,47.8855,48.0697,46.2279,46.4121,2403057.6731009,PKN,2022-10-19,0
1412,46.5042,47.2409,45.9332,46.9646,3346709.4048934,PKN,2022-10-20,0
1414,46.6883,46.6883,45.9977,46.2832,2327060.3626781,PKN,2022-10-21,0
1416,46.6331,46.6699,45.1689,46.3016,1710019.8428947,PKN,2022-10-24,0
1418,46.541,47.3145,45.9148,47.204,2766284.0730506,PKN,2022-10-25,0
1420,47.3882,49.1195,47.0014,49.0642,3609421.5865926,PKN,2022-10-26,0
1422,49.4326,51.1822,49.101,51.1822,11128647.647618,PKN,2022-10-27,0
1424,50.6481,51.8452,49.9482,51.1454,11695820.362057,PKN,2022-10-28,0
1426,51.4585,51.4585,49.9114,50.5744,5926798.7642992,PKN,2022-10-31,0
1428,51.4585,53.9448,51.1085,53.4476,5046372.7898905,PKN,2022-11-02,0
1430,52.9503,55.2156,52.3057,55.2156,4125726.3596142,PKN,2022-11-03,0
1432,56.0076,58.0151,56.0076,58.0151,3686093.2558656,PKN,2022-11-04,0
1434,58.4387,58.6045,54.6079,55.7129,3016753.5467351,PKN,2022-11-07,0
1436,55.6208,57.3705,54.8841,57.1311,2318835.5737386,PKN,2022-11-08,0
1438,57.0942,57.5363,56.0444,56.1734,2343086.4301681,PKN,2022-11-09,0
1440,55.7129,57.9046,54.7368,57.6468,3289721.1953929,PKN,2022-11-10,0
1442,57.923,60.1147,57.6652,58.4203,3762685.6526812,PKN,2022-11-14,0
1444,58.7334,60.2989,57.8125,59.7648,3789258.2147817,PKN,2022-11-15,0
1446,59.1202,59.82,58.9544,59.0281,2517496.6957574,PKN,2022-11-16,0
1448,59.2122,59.9858,58.1072,59.0281,2831112.6543682,PKN,2022-11-17,0
